Code,Single Module Frame,Finish,Module Size,Mount,System,A/V,Keypad,Proximity,Info Module,Hearing Module,Digital Display,moduli aggiuntivi,Buttons,Divided,Mounting,Flush Rainshield,Frame,Electronics Module 1,Front Piece 1,Electronics Module 2,Front Piece 2,Electronics Module 3,Front Piece 3,Electronics Module 4,Front Piece 4,CI,
MTMVR4F/IPVPIM/5,IP360 Video - 5 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,,"Proximity,Info Module,",5,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 5 button; inc:  / Proximity / Info Module /  / 
MTMVR4F/IPVPHM/5,IP360 Video - 5 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",5,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 5 button; inc:  / Proximity /  / Hearing Module / 
MTMVR4F/IPVIMHM/5,IP360 Video - 5 button ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",5,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 5 button; inc:  /  / Info Module / Hearing Module / 
MTMVR4F/IPVK/6,IP360 Video - 6 button ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",6,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF2PVR,MTM8C,MTMF4PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 6 button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/6,IP360 Video - 6 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",6,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF2PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 6 button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/6,IP360 Video - 6 button ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",6,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF2PVR,MTM8C,MTMF4PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 6 button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/6,IP360 Video - 6 button ,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",6,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF2PVR,MTM8C,MTMF4PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 6 button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPVK/7,IP360 Video - 7 button ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",7,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF3PVR,MTM8C,MTMF4PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 7 button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/7,IP360 Video - 7 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",7,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF3PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 7 button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/7,IP360 Video - 7 button ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",7,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF3PVR,MTM8C,MTMF4PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 7 button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/7,IP360 Video - 7 button ,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",7,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF3PVR,MTM8C,MTMF4PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 7 button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPVKP/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,Proximity,,,,"Keypad,Proximity,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc: Keypad / Proximity /  /  / 
MTMVR4F/IPVKIM/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,Info Module,,,"Keypad,Info Module,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc: Keypad /  / Info Module /  / 
MTMVR4F/IPVKHM/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc: Keypad /  /  / Hearing Module / 
MTMVR4F/IPVPIM/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,,"Proximity,Info Module,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc:  / Proximity / Info Module /  / 
MTMVR4F/IPVPHM/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc:  / Proximity /  / Hearing Module / 
MTMVR4F/IPVIMHM/8D,IP360 Video - 8 button divided ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",8,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 8 divided button; inc:  /  / Info Module / Hearing Module / 
MTMVR4F/IPVK/8,IP360 Video - 8 button ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",8,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 8 button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/8,IP360 Video - 8 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",8,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 8 button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/8,IP360 Video - 8 button ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",8,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 8 button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/8,IP360 Video - 8 button ,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",8,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 8 button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPVK/9,IP360 Video - 9 button ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",9,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 9 button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/9,IP360 Video - 9 button ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",9,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 9 button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/9,IP360 Video - 9 button ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",9,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 9 button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/9,IP360 Video - 9 button ,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",9,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 9 button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPVKP/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,Proximity,,,,"Keypad,Proximity,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc: Keypad / Proximity /  /  / 
MTMVR4F/IPVKIM/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,Info Module,,,"Keypad,Info Module,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc: Keypad /  / Info Module /  / 
MTMVR4F/IPVKHM/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc: Keypad /  /  / Hearing Module / 
MTMVR4F/IPVPIM/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,,"Proximity,Info Module,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc:  / Proximity / Info Module /  / 
MTMVR4F/IPVPHM/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc:  / Proximity /  / Hearing Module / 
MTMVR4F/IPVIMHM/10D,IP360 Video - 10 button divided ,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",10,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 10 divided button; inc:  /  / Info Module / Hearing Module / 
MTMVR4F/IPV/10,IP360 Video - 10 button ,Zamak VR,4,Flush mount,IP360,Video,,,,,,,10,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF2PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,10,MTMVR IP360 Video Flush mount with 10 button  /  /  /  / 
MTMVR4F/IPV/11,IP360 Video - 11 button ,Zamak VR,4,Flush mount,IP360,Video,,,,,,,11,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF3PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,10,MTMVR IP360 Video Flush mount with 11 button  /  /  /  / 
MTMVR4F/IPV/12,IP360 Video - 12 button ,Zamak VR,4,Flush mount,IP360,Video,,,,,,,12,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,10,MTMVR IP360 Video Flush mount with 12 button  /  /  /  / 
MTMVR4F/IPV/13,IP360 Video - 13 button ,Zamak VR,4,Flush mount,IP360,Video,,,,,,,13,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,MTM8C,MTMF4PVR,10,MTMVR IP360 Video Flush mount with 13 button  /  /  /  / 
MTMVR4F/IPVK/16D,IP360 Video - 16 button divided,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",16,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 16 divided button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/16D,IP360 Video - 16 button divided,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",16,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 16 divided button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/16D,IP360 Video - 16 button divided,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",16,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 16 divided button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/16D,IP360 Video - 16 button divided,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",16,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 16 divided button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPVK/18D,IP360 Video - 18 button divided,Zamak VR,4,Flush mount,IP360,Video,Keypad,,,,,"Keypad,",18,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMNA,MTMFNAVR,10,MTMVR IP360 Video Flush mount with 18 divided button; inc: Keypad /  /  /  / 
MTMVR4F/IPVP/18D,IP360 Video - 18 button divided,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,,,"Proximity,",18,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 18 divided button; inc:  / Proximity /  /  / 
MTMVR4F/IPVIM/18D,IP360 Video - 18 button divided,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,,,"Info Module,",18,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with 18 divided button; inc:  /  / Info Module /  / 
MTMVR4F/IPVHM/18D,IP360 Video - 18 button divided,Zamak VR,4,Flush mount,IP360,Video,,,,Hearing Module,,"Hearing Module,",18,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with 18 divided button; inc:  /  /  / Hearing Module / 
MTMVR4F/IPV/24D,IP360 Video - 24 button divided,Zamak VR,4,Flush mount,IP360,Video,,,,,,,24,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,10,MTMVR IP360 Video Flush mount with 24 divided button  /  /  /  / 
MTMVR4F/IPV/26D,IP360 Video - 26 button divided,Zamak VR,4,Flush mount,IP360,Video,,,,,,,26,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,MTM8C,MTMF8PVR,10,MTMVR IP360 Video Flush mount with 26 divided button  /  /  /  / 
MTMVR4F/IPVDKPDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTMVR4F/IPVDKIMDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTMVR4F/IPVDKHMDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTMVR4F/IPVPIMDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc:  / Proximity / Info Module /  / Digital Display
MTMVR4F/IPVPHMDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc:  / Proximity /  / Hearing Module / Digital Display
MTMVR4F/IPVIMHMDY/DIGI,IP360 Video - Digital Display Call,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMDY,MTMFDYVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc:  /  / Info Module / Hearing Module / Digital Display
MTMVR4F/IPVDKPDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTMVR4F/IPVDKIMDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTMVR4F/IPVDKHMDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTMVR4F/IPVPIMDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc:  / Proximity / Info Module /  / Digital Display
MTMVR4F/IPVPHMDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc:  / Proximity /  / Hearing Module / Digital Display
MTMVR4F/IPVIMHMDY/DIGI1,IP360 Video - Digital Display Call + 1 button,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI1,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV1PVR,MTMDY,MTMFDYVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI1 button; inc:  /  / Info Module / Hearing Module / Digital Display
MTMVR4F/IPVDKPDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,Proximity,,,Digital Display,"Digital Keypad,Proximity,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMRFID,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc: Digital Keypad / Proximity /  /  / Digital Display
MTMVR4F/IPVDKIMDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,Info Module,,Digital Display,"Digital Keypad,Info Module,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc: Digital Keypad /  / Info Module /  / Digital Display
MTMVR4F/IPVDKHMDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,,,Hearing Module,Digital Display,"Digital Keypad,Hearing Module,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMKB,MTMFKBVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc: Digital Keypad /  /  / Hearing Module / Digital Display
MTMVR4F/IPVPIMDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,,Proximity,Info Module,,Digital Display,"Proximity,Info Module,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc:  / Proximity / Info Module /  / Digital Display
MTMVR4F/IPVPHMDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,,Proximity,,Hearing Module,Digital Display,"Proximity,Hearing Module,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMRFID,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc:  / Proximity /  / Hearing Module / Digital Display
MTMVR4F/IPVIMHMDY/DIGI2D,IP360 Video - Digital Display Call + 2 button,Zamak VR,4,Flush mount,IP360,Video,,,Info Module,Hearing Module,Digital Display,"Info Module,Hearing Module,Digital Display,",DIGI2,D,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV2PVR,MTMDY,MTMFDYVR,MTMMI,MTMFRFIDVR,MTMBFVS,MTMFBFVR,10,MTMVR IP360 Video Flush mount with DIGI2 divided button; inc:  /  / Info Module / Hearing Module / Digital Display
MTMVR4F/IPVDKPIM/DIGI,IP360 Video - Digital Keypad Call,Zamak VR,4,Flush mount,IP360,Video,Digital Keypad,Proximity,Info Module,,,"Digital Keypad,Proximity,Info Module,",DIGI,,MTMSI4M,,MTMTP4MVR,MTMV/IP,MTMFV0PVR,MTMKB,MTMFKBVR,MTMRFID,MTMFRFIDVR,MTMMI,MTMFRFIDVR,10,MTMVR IP360 Video Flush mount with DIGI button; inc: Digital Keypad / Proximity / Info Module /  / 
