Code,Single Module Frame,Finish,Module Size,Mount,System,A/V,Keypad,Proximity,Info Module,Hearing Module,Digital Display,moduli aggiuntivi,Buttons,Divided,Mounting,Flush Rainshield,Frame,Electronics Module 1,Front Piece 1,Electronics Module 2,Front Piece 2,Electronics Module 3,Front Piece 3,Electronics Module 4,Front Piece 4,CI,
MTM4S/S2AKPIM/1,System 200 Audio - 1 button,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,Info Module,,,"Keypad,Proximity,Info Module,",1,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 1 button; inc: Keypad / Proximity / Info Module /  / 
MTM4S/S2AKPHM/1,System 200 Audio - 1 button,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,Hearing Module,,"Keypad,Proximity,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 1 button; inc: Keypad / Proximity /  / Hearing Module / 
MTM4S/S2AKIMHM/1,System 200 Audio - 1 button,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,Hearing Module,,"Keypad,Info Module,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTMNA,MTMFNA,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 1 button; inc: Keypad /  / Info Module / Hearing Module / 
MTM4S/S2APIMHM/1,System 200 Audio - 1 button,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,Hearing Module,,"Proximity,Info Module,Hearing Module,",1,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 1 button; inc:  / Proximity / Info Module / Hearing Module / 
MTM4S/S2AKPIM/2D,System 200 Audio - 2 button divided,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,Info Module,,,"Keypad,Proximity,Info Module,",2,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 2 divided button; inc: Keypad / Proximity / Info Module /  / 
MTM4S/S2AKPHM/2D,System 200 Audio - 2 button divided,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,Hearing Module,,"Keypad,Proximity,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 divided button; inc: Keypad / Proximity /  / Hearing Module / 
MTM4S/S2AKIMHM/2D,System 200 Audio - 2 button divided,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,Hearing Module,,"Keypad,Info Module,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTMNA,MTMFNA,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 divided button; inc: Keypad /  / Info Module / Hearing Module / 
MTM4S/S2APIMHM/2D,System 200 Audio - 2 button divided,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,Hearing Module,,"Proximity,Info Module,Hearing Module,",2,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 divided button; inc:  / Proximity / Info Module / Hearing Module / 
MTM4S/S2AKP/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 2 button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 2 button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 2 button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/2,System 200 Audio - 2 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",2,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 2 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2AKP/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 3 button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 3 button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 3 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 3 button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 3 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/3,System 200 Audio - 3 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",3,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 3 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2AKP/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 4 button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 4 button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 4 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 4 button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 4 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/4,System 200 Audio - 4 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",4,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 4 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2AKP/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 5 button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 5 button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 5 button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 5 button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 5 button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/5,System 200 Audio - 5 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",5,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 5 button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2AK/6,System 200 Audio - 6 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",6,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 6 button; inc: Keypad /  /  /  / 
MTM4S/S2AP/6,System 200 Audio - 6 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",6,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 6 button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/6,System 200 Audio - 6 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",6,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 6 button; inc:  /  / Info Module /  / 
MTM4S/S2AHM/6,System 200 Audio - 6 button ,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",6,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTM8C/200,MTMF4P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 6 button; inc:  /  /  / Hearing Module / 
MTM4S/S2AK/7,System 200 Audio - 7 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",7,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 7 button; inc: Keypad /  /  /  / 
MTM4S/S2AP/7,System 200 Audio - 7 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",7,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 7 button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/7,System 200 Audio - 7 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",7,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 7 button; inc:  /  / Info Module /  / 
MTM4S/S2AHM/7,System 200 Audio - 7 button ,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",7,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTM8C/200,MTMF4P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 7 button; inc:  /  /  / Hearing Module / 
MTM4S/S2AKP/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 8 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 8 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 8 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 8 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 8 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/8D,System 200 Audio - 8 button divided ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",8,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 8 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2AK/8,System 200 Audio - 8 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",8,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 8 button; inc: Keypad /  /  /  / 
MTM4S/S2AP/8,System 200 Audio - 8 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",8,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 8 button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/8,System 200 Audio - 8 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",8,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 8 button; inc:  /  / Info Module /  / 
MTM4S/S2AHM/8,System 200 Audio - 8 button ,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",8,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 8 button; inc:  /  /  / Hearing Module / 
MTM4S/S2AK/9,System 200 Audio - 9 button ,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",9,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 9 button; inc: Keypad /  /  /  / 
MTM4S/S2AP/9,System 200 Audio - 9 button ,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",9,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 9 button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/9,System 200 Audio - 9 button ,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",9,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 9 button; inc:  /  / Info Module /  / 
MTM4S/S2AHM/9,System 200 Audio - 9 button ,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",9,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 9 button; inc:  /  /  / Hearing Module / 
MTM4S/S2AKP/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,Proximity,,,,"Keypad,Proximity,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 10 divided button; inc: Keypad / Proximity /  /  / 
MTM4S/S2AKIM/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,,Info Module,,,"Keypad,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 10 divided button; inc: Keypad /  / Info Module /  / 
MTM4S/S2AKHM/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,Keypad,,,Hearing Module,,"Keypad,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 10 divided button; inc: Keypad /  /  / Hearing Module / 
MTM4S/S2APIM/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,,Proximity,Info Module,,,"Proximity,Info Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 10 divided button; inc:  / Proximity / Info Module /  / 
MTM4S/S2APHM/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,,Proximity,,Hearing Module,,"Proximity,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 10 divided button; inc:  / Proximity /  / Hearing Module / 
MTM4S/S2AIMHM/10D,System 200 Audio - 10 button divided ,Standard,4,Surface mount,System 200,Audio,,,Info Module,Hearing Module,,"Info Module,Hearing Module,",10,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTMMI,MTMFMI,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 10 divided button; inc:  /  / Info Module / Hearing Module / 
MTM4S/S2A/10,System 200 Audio - 10 button ,Standard,4,Surface mount,System 200,Audio,,,,,,,10,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF2P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,10,MTM System 200 Audio Surface mount with 10 button  /  /  /  / 
MTM4S/S2A/11,System 200 Audio - 11 button ,Standard,4,Surface mount,System 200,Audio,,,,,,,11,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF3P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,10,MTM System 200 Audio Surface mount with 11 button  /  /  /  / 
MTM4S/S2A/12,System 200 Audio - 12 button ,Standard,4,Surface mount,System 200,Audio,,,,,,,12,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,10,MTM System 200 Audio Surface mount with 12 button  /  /  /  / 
MTM4S/S2A/13,System 200 Audio - 13 button ,Standard,4,Surface mount,System 200,Audio,,,,,,,13,,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL1P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,MTM8C/200,MTMF4P,10,MTM System 200 Audio Surface mount with 13 button  /  /  /  / 
MTM4S/S2AK/16D,System 200 Audio - 16 button divided,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",16,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 16 divided button; inc: Keypad /  /  /  / 
MTM4S/S2AP/16D,System 200 Audio - 16 button divided,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",16,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 16 divided button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/16D,System 200 Audio - 16 button divided,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",16,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 16 divided button; inc:  /  / Info Module /  / 
MTM4S/S2AHM/16D,System 200 Audio - 16 button divided,Standard,4,Surface mount,System 200,Audio,,,,Hearing Module,,"Hearing Module,",16,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL0P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMBFVS,MTMFBF,10,MTM System 200 Audio Surface mount with 16 divided button; inc:  /  /  / Hearing Module / 
MTM4S/S2AK/18D,System 200 Audio - 18 button divided,Standard,4,Surface mount,System 200,Audio,Keypad,,,,,"Keypad,",18,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMNA,MTMFNA,10,MTM System 200 Audio Surface mount with 18 divided button; inc: Keypad /  /  /  / 
MTM4S/S2AP/18D,System 200 Audio - 18 button divided,Standard,4,Surface mount,System 200,Audio,,Proximity,,,,"Proximity,",18,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMRFID,MTMFRFID,10,MTM System 200 Audio Surface mount with 18 divided button; inc:  / Proximity /  /  / 
MTM4S/S2AIM/18D,System 200 Audio - 18 button divided,Standard,4,Surface mount,System 200,Audio,,,Info Module,,,"Info Module,",18,D,MTMSP4M,,MTMTP4M,MTMA/200,MTMFAL2P,MTM8C/200,MTMF8P,MTM8C/200,MTMF8P,MTMMI,MTMFMI,10,MTM System 200 Audio Surface mount with 18 divided button; inc:  /  / Info Module /  / 
